Data Date,Close,Ticker
2010-10,17.91761904761905,CVGW
2011-10,17.553333333333335,CVGW
2012-10,21.226190476190478,CVGW
2013-01,21.807142857142857,CVGW
2013-04,25.313181818181818,CVGW
2013-07,24.0590909090909,CVGW
2013-10,26.383478260869563,CVGW
2014-01,28.149047619047618,CVGW
2014-04,30.432857142857145,CVGW
2014-07,31.237272727272718,CVGW
2014-10,41.26391304347826,CVGW
2015-10,44.04181818181817,CVGW
2016-10,58.91,CVGW
2017-10,68.02772727272729,CVGW
2018-10,93.73347826086957,CVGW
2019-10,88.8278260869565,CVGW
2020-10,67.38772727272728,CVGW
